Title,Original Title,Country,Translated Language,Author,Author Name,Translator,Translation and Publication Support,Publisher,Published Year,Classification,ISBN,Rating Count,Rating,Price,Price Source
Biologicity,생물성,UNITED STATES,English(English),Shin Hae-uk,신해욱,Spencer Lee-Lenfield,Y,Black Ocean,2024,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9781939568939,3.0,4.0,-1.0,N/A
Der lange Weg zum Leben,인간 연습,GERMANY,German(Deutsch),Jeong-rae Jo,조정래,"Young-Suk Chang,Regine Nohejl",Y,EOS Verlag,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9783830682523,-1.0,-1.0,-1.0,N/A
Czekanie,기다림,POLAND,Polish(Polski),KEUM SUK GENDRY-KIM,김금숙,Łukasz Janik,Y,Kultura Gniewu,2022,KDC구분 > Social science > Sociology and social problems,9788367360746,5442.0,4.43,-1.0,N/A
Ｊ・Ｊ・Ｊ三姉弟の世にも平凡な超能力,"재인, 재욱, 재훈",JAPAN,Japanese(日本語),チョン・セラン,정세랑,古川 綾子,N,亜紀書房,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > SF >  Fantasy,9784750518633,-1.0,-1.0,-1.0,N/A
Dokuz,나인,TURKIYE,Turkish(Türkçe),Cheon Seonran,천선란,Sevda kul,Y,YUZU KİTAP,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > SF >  Fantasy,9786259508306,32.0,4.03,-1.0,N/A
La terre qui erre,떠도는 땅,FRANCE,French(Français),Kim Soom,김숨,"CHOE Ae-young,Anna BELLEMIN-NOËL",N,Decrescenzo,2023,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Historical >  Biographical >  Political >  Social,9782367271156,3.0,3.67,0.0,Kindle Unlimited
The Three Way Tavern,고은 시선집,CANADA,English(English),KO UN,고은,"Claire You,Richard Silberg",N,University of California Press,2006,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9780520246133,74.0,3.91,-1.0,N/A
L’albero nudo,나목,ITALY,Italian(Italiano),Keum Suk Gendry-Kim,김금숙,Mary Lou Emberti Gialloreti,N,BAO Publishing,2024,KDC구분 > literature > Korean Literature > Reportage >  Misc.,9791256210787,739.0,3.85,-1.0,N/A
La petite échoppe des jours heureux,연남동 빙굴빙굴 빨래방,FRANCE,French(Français),Kim Jiyun,김지윤,Marion Gilbert,N,City Edition,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782824640099,1985.0,3.9,11.99,Kindle
A Boat Ready to Set Sail,박용철 시선집,UNITED STATES,English(English),Pak Yong-chŏl,박용철,Sung-Il Lee,N,Wipf and Stock Publishers,2024,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry,9798385224890,0.0,0.0,9.99,Kindle
Nine Peaks,구봉한시집,UNITED STATES,English(English),Rhee Sukho,이석호,Sung-Il Lee,N,Wipf and Stock Publishers,2024,KDC구분 > literature > Korean Literature > Korean Poetry > Classical Chinese poetry (including gwasi),978385222681,-1.0,-1.0,-1.0,N/A
远海,먼 바다,CHINA,Chinese(简体),孔枝泳,공지영,徐丽红,N,北京十月文艺出版社,2023,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9787530223215,1.0,4.0,-1.0,N/A
White Village,白邨遺稿,UNITED STATES,English(English),Yi Byŏng-ho,이병호,Sung-Il Lee,N,Wipf and Stock Publishers,2023,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry,9781666770957,0.0,0.0,-1.0,N/A
Kuchnia książek,책들의 부엌,POLAND,Polish(Polski),Kim Jee-hye,김지혜,Marta Niewiadomska,Y,Czarna Owca,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788382527124,703.0,3.74,9.02,Kindle
MOI MOI,나나,FRANCE,French(Français),LEE Hee-young,이희영,"LEE So-yeong,Crystel Pinçonnat",Y,Decrescenzo éditeurs,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782367271330,39.0,3.59,-1.0,N/A
ホテル物語,호텔 이야기,JAPAN,Japanese(日本語),イム・キョンソン,임경선,すんみ,Y,日之出出版,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Short Story,9784838732869,0.0,0.0,-1.0,N/A
Dix petits meurtres,단지 살인마,FRANCE,French(Français),CHOI Jae-hoon,최제훈,"Lim Young-hee,Catherine Biros",Y,Éditions Picquier,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782809716061,28.0,3.14,-1.0,N/A
Un éclair bleu azur,푸르른 틈새,FRANCE,French(Français),Yeo-seon Kwon,권여선,Kevin Jasmin-Hamard,N,La croisée,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782413085072,20.0,3.55,-1.0,N/A
LABERINTOS DE NEÓN,한국현대여성문학선집,ARGENTINA,Spanish(Español),"Chung Serang,Baek Su Rin,Jang ","정세랑,백수린,장류","Maitane Doniz Fuentes,Danier Rodriguez Cornejo,Yun Yumy",Y,Hwarang Editorial,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789878685267,166.0,3.81,-1.0,N/A
L&apos;espera,기다림,SPAIN,Catalan(Català),KEUM SUK GENDRY-KIM,김금숙,Yasmine Bonjoch Luna,N,Reservoir Books,2024,KDC구분 > Social science > Sociology and social problems,9788419940575,5442.0,4.43,10.99,Kindle
カクテル、ラブ、ゾンビ,"칵테일, 러브, 좀비",JAPAN,Japanese(日本語),チョ・イェウン,조예은,カン・バンファ,Y,かんき出版,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Short Story,9784761277567,-1.0,-1.0,-1.0,N/A
"At Night, Listening to the Night of Destruction",멸망의 밤을 듣는 밤,SOUTH KOREA,English(English),Kim Myoung Ki,김명기,Jeon Seung-hee,Y,ASIA Publishers,2024,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9791156627128,-1.0,-1.0,-1.0,N/A
ＴＵＢＥ,튜브,JAPAN,Japanese(日本語),ソン・ウォンピョン,손원평,矢島暁子,Y,祥伝社,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9784396636654,-1.0,-1.0,-1.0,N/A
Syncopation,싱코페이션,SOUTH KOREA,English(English),Kim Sono,김선오,Eunice Lee,Y,ASIA Publishers,2024,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9791156627142,-1.0,-1.0,-1.0,N/A
L&apos;arbre nu,나목,FRANCE,French(Français),Pak Wan-seo,박완서,"Seora Song,Aurélien Laroulandie",Y,Atelier des Cahiers,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9791091555531,181.0,3.97,-1.0,N/A
CONTRAPESO,평형추,BRAZIL,Portuguese(Português),DJUNA,듀나,Luis Girão,Y,Suma,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > SF >  Fantasy,9788556512345,1584.0,3.05,6.99,Kindle
Heungboga,판소리 흥보가 (동편제),FRANCE,French(Français),nan,nan,"Han Yumi,Hervé Péjaudier",Y,Editions Imago,2024,KDC구분 > literature > Korean Literature > Satire,9782380891201,0.0,0.0,-1.0,N/A
Anklagelsen,고발,SWEDEN,Swedish(Svenska),Bandi,반디,Ragna Essén,N,Natur   Kultur Allmänlitteratur,2017,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Short Story,9789127150263,6995.0,3.99,16.22,Kindle
Contos de fadas coreanos,조선의 민화,BRAZIL,Portuguese(Português),"Im Bang,Yi Ryuk","임방,이륙","James S. Gale,Novo Século",N,Novo Século,2023,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,9786555615524,4.0,3.5,5.99,Kindle
Tabi ki Senden Hoşlanıyorum,당연하게도 나는 너를,TURKIYE,Turkish(Türkçe),Lee Kkoch-nim,이꽃님,Şebnem Çiğdem Nacioğlu,Y,Athica Books,2024,"KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Romance
KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Mystery >  Thriller >  Horror",9786256335639,-1.0,-1.0,-1.0,N/A
مستشار,컨설턴트,EGYPT,Arabic(اللغة العربية),ايم سيونجسون,임성순,بسمة شكري,Y,العربى للنشر والتوزيع,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789773198732,443.0,3.34,10.99,Kindle
Die Legende vom Tränenvogel 2,눈물을 마시는 새 2,GERMANY,German(Deutsch),Lee Young-do,이영도,"Sun Young Yun,Philipp Haas,Alexandra Schiefert",N,Heyne Publishing House,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > SF >  Fantasy,9783453274624,226.0,4.42,-1.0,N/A
ディア・マイ・シスター,이제야 언니에게,JAPAN,Japanese(日本語),チェ・ジニョン,최진영,すんみ,Y,亜紀書房,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9784750518510,-1.0,-1.0,-1.0,N/A
Bienvenidos a la librería Hyunam-Dong,"어서 오세요, 휴남동 서점입니다",SPAIN,Spanish(Español),HWANG BO-REUM,황보름,Andrea Rivas Alamillo,N,Espasa,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788467074727,53698.0,3.95,10.99,Kindle
"Vorrei farla finita, ma anche mangiare toppokki",죽고 싶지만 떡볶이는 먹고 싶어,ITALY,Italian(Italiano),Baek Sehee,백세희,Andrea De Benedittis,N,Mondadori,2023,KDC구분 > literature > Korean Literature > Essay > 21st century,9788804771531,76502.0,3.24,0.0,Kindle Unlimited
عندما تتفتح زهور الحنطة السوداء,메밀꽃 필 무렵,EGYPT,Arabic(اللغة العربية),لي هيو سيوك,이효석,أيمن محمد سعد,Y,دار خان,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,97897762997333,-1.0,-1.0,-1.0,N/A
ผู้ชาย เขา ผู้หญิง เธอ,그 남자 그 여자,THAILAND,Thai(ภาษาไทย),ลีมีนา,이미나,ลีจีอึน,N,เนชั่นบุ๊คส์ อินเตอร์เนชั่นแนล,2005,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789749698082,-1.0,-1.0,-1.0,N/A
Mandel,아몬드,GERMANY,German(Deutsch),Won-Pyung Sohn,손원평,Sebastian Bring,N,Blumenbar,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9783351051266,-1.0,-1.0,-1.0,N/A
이름 없는 여자의 여덟 가지 인생,8 Lives of a Century-Old Trickster,SOUTH KOREA,Korean(한국어),이미리내,이미리내,정해영,N,위즈덤하우스,2024,KDC구분 > literature > English and American literatures,9791171712335,2911.0,3.92,14.49,Kindle
GREEK LESSONS,희랍어 시간,UNITED KINGDOM,English(English),Han Kang,한강,"Deborah Smith,E. Yaewon",Y,Penguin UK,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9780241997062,25706.0,3.61,5.99,Kindle
Asansör,평형추,TURKIYE,Turkish(Türkçe),DJUNA,듀나,Derya Çelik,Y,DEX,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > SF >  Fantasy,9786256932685,1584.0,3.05,5.99,Kindle
La espera,기다림,SPAIN,Spanish(Español),KEUM SUK GENDRY-KIM,김금숙,Joo Hasun,Y,Reservoir Books / Penguin Random House Grupo Edito,2024,KDC구분 > Social science > Sociology and social problems,9788418897771,5442.0,4.43,-1.0,N/A
Korean Sinitic Poetry from Ancient Times to 1945,한국  한시 선집,NETHERLANDS,English(English),CH`OE CHI`I-WŎN,최치원,"Ji-Eun Lee,Jang Wu Lee,David R. McCann",Y,Brill,2024,KDC구분 > literature > Korean Literature > Korean Poetry > Sijo,9789004521537,0.0,0.0,-1.0,N/A
Panna Kim wie,우리가 쓴 것,POLAND,Polish(Polski),CHO NAM-JOO,조남주,Ewa Ratajczyk,N,Mando,2023,"KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual)
KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Short Story",9788327731494,5824.0,3.74,9.99,Kindle
Roadkill,로드킬,UNITED KINGDOM,English(English),Amil,김지현,Archana Madhavan,N,Harvill Secker,2025,KDC구분 > literature > Korean Literature > Korean Fiction,9781787304857,-1.0,-1.0,-1.0,N/A
ソヨンドン物語,서영동 이야기,JAPAN,Japanese(日本語),チョ・ナムジュ,조남주,古川 綾子,Y,筑摩書房,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9784480832214,-1.0,-1.0,-1.0,N/A
La déesse qui rêvait du ciel,If You Leave Me,FRANCE,French(Français),Crystal Hana Kim,Crystal Ha,Suzy Borello,N,Hauteville,2024,KDC구분 > literature > English and American literatures,9782381228020,4703.0,3.69,5.99,Kindle
Créatures du petit pays,Beasts of a Little Land,FRANCE,French(Français),Juhea Kim,Juhea Kim,Anne-Sylvie Homassel,N,10 X 18,2024,KDC구분 > literature > English and American literatures,9782264083074,17716.0,4.02,10.99,Kindle
S’aimer dans la grande ville,대도시의 사랑법,FRANCE,French(Français),Sang Young Park,박상영,"Kyungran Choi,Pierre Bisiou",Y,La croisée,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782413086130,14706.0,3.68,15.99,Kindle
Tube,튜브,INDONESIA,Indonesian(Bahasa Indonesia),Sohn Won-pyung,손원평,Suci Anggunisa Pertiwi,N,Gramedia Widiasarana Indonesia,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786020530819,1189.0,3.35,11.99,Kindle
Les 30 meilleures façons d&apos;assassiner son mari,남편을 죽이는 서른가지 방법,FRANCE,French(Français),SEO MI-AE,서미애,"Jihyun Kwon,Rémi Delmas",N,Le Livre De Poche,2023,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Mystery >  Thriller >  Horror,9782253245674,132.0,3.67,-1.0,N/A
ハルビン,하얼빈,JAPAN,Japanese(日本語),김훈,김훈,蓮池薰,N,新潮社,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Historical >  Biographical >  Political >  Social,9784105901943,-1.0,-1.0,-1.0,N/A
敬愛の心,경애의 마음,JAPAN,Japanese(日本語),キム・グミ,김금희,すんみ,Y,晶文社,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9784794973917,-1.0,-1.0,-1.0,N/A
Washing A Myna,구관조 씻기기,UNITED STATES,English(English),Hwang InChan,황인찬,Eun-Gwi Chung,Y,Black Square Editions,2024,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9798986036960,1.0,4.0,-1.0,N/A
SAIGON NIGHT,사이공 나이트,FRANCE,French(Français),JUNG MIN,정민,"Jeong-min DOMISSY-LEE,Julien PAOLUCCI",Y,Decrescenzo éditeurs,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782367271088,0.0,0.0,-1.0,N/A
cruzaré el tiempo por ti,세계를 건너 너에게 갈게,MEXICO,Spanish(Español),Lee Kkoch-nim,이꽃님,Álvaro Trigo Maldonado,Y,Océano Gran Travesía,2024,KDC구분 > literature > Korean Literature > Children and Adolescents,9786075579450,281.0,4.31,7.99,Kindle
Sur la route de BTS,BTS 길 위에서,FRANCE,French(Français),HONG Seok-kyeong,홍석경,Decrescenzo éditeurs,Y,Decrescenzo éditeurs,2024,KDC구분 > Social science > Sociology and social problems > Sociology > Effects of social conditions and factors on the arts,9782367271477,1.0,4.0,-1.0,N/A
北朝鮮に出勤します,나는 개성공단으로 출근합니다,JAPAN,Japanese(日本語),キム.ミンジュ,김민주,岡 裕美,Y,新泉社,2024,KDC구분 > literature > Korean Literature > Essay > 21st century,9784787724007,-1.0,-1.0,-1.0,N/A
鳥的禮物,새의 선물,TAIWAN,Chinese(繁體),殷熙耕,은희경,簡郁璇,Y,漫遊者文化事業股份有限公司,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789864899753,121.0,3.9,-1.0,N/A
Iarba,풀,ROMANIA,Romanian(Română),Keum Suk Gendry-Kim,김금숙,Iolanda Prodan,Y,ALICE BOOKS,2024,KDC구분 > Social science > Sociology and social problems,9786069569320,15884.0,4.53,-1.0,N/A
Badem,아몬드,SERBIA,Serbian(српски),VONPJONG SON,손원평,Igor Solunac,N,Dereta,2023,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788664574723,151075.0,4.15,0.0,Kindle Unlimited
生命中的折叠,접으면,CHINA,Chinese(简体),"金允瀞,崔德奎","김윤정,최덕규",徐丽红,N,接力出版社,2024,KDC구분 > literature > Korean Literature > Children and Adolescents,9787544885041,0.0,0.0,-1.0,N/A
望遠洞兄弟,망원동 브라더스,TAIWAN,Chinese(繁體),金浩然,김호연,陳品芳,N,寂寞,2023,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Others,9786269754151,47.0,3.77,-1.0,N/A
I Am the Subway,나는 지하철입니다,UNITED KINGDOM,English(English),Kim Hyo-eun,김효은,Deborah Smith,N,Scribble UK,2022,KDC구분 > literature > Korean Literature > Children and Adolescents,9781913348588,623.0,4.17,-1.0,N/A
One Day,"어느 날,",UNITED STATES,English(English),Lee Juck,이적,"Asuka Minamoto,Dianne Chung,Juck Lee",N,Enchanted Lion Books,2022,KDC구분 > literature > Korean Literature > Children and Adolescents,9781592703135,43.0,3.86,-1.0,N/A
Magic Candies,알사탕,UNITED STATES,English(English),Hee Na Baek,백희나,Sophie Bowman,N,Amazon Crossing Kids,2021,KDC구분 > literature > Korean Literature > Children and Adolescents,9781542029599,1176.0,4.15,0.0,Kindle Unlimited
Moon Pops,달 샤베트,CANADA,English(English),Hee Na Baek,백희나,Jieun Kiaer,N,Owlkids,2021,KDC구분 > Philosophy,9781771474290,458.0,4.0,-1.0,N/A
"It’s OK, Slow Lizard","괜찮아, 천천히 도마뱀",UNITED STATES,English(English),Yeorim Yoon,윤여림,Chi-Young Kim,N,Restless Books,2021,KDC구분 > literature > Korean Literature > Children and Adolescents,9781632062772,131.0,4.2,9.99,Kindle
Мадам Таро,마담 타로,RUSSIAN FEDERATION,Russian(Русский),Ли Суа,이수아,"Похолкова Екатерина Анатольевна,Алёна Мударисова",N,Inspiria,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Mystery >  Thriller >  Horror,9785041844103,31.0,2.45,-1.0,N/A
Звери малой земли,Beasts of a Little Land,RUSSIAN FEDERATION,Russian(Русский),Чухе Ким,Juhea Kim,Батыгин Кирилл,N,Inspiria,2024,KDC구분 > literature > English and American literatures,9785041622855,17716.0,4.02,14.49,Kindle
Прачечная души Мэриголд,메리골드 마음 세탁소,RUSSIAN FEDERATION,Russian(Русский),Юн Чжон Ын,윤정은,"Е. А. Похолкова,Д. В. Мавлеева",Y,АСТ Мейнстрим,2024,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > SF >  Fantasy,9785171607920,-1.0,-1.0,-1.0,N/A
